"","time","U","I","V"
"465",46.4,2079449.65943026,735525.647683208,785723.214134089
"466",46.5,2073263.83962716,740263.324365635,791638.074176129
"467",46.6,2067050.08803527,745019.616681724,797590.985502229
"468",46.7,2060808.46971564,749794.423135616,803582.096927555
"469",46.8,2054539.05295153,754587.639211427,809611.556441593
"470",46.9,2048241.90927702,759399.157350526,815679.511183857
"471",47,2041917.11350539,764228.866929187,821786.107419398
"472",47.1,2035564.74375713,769076.654236597,827931.490514157
"473",47.2,2029184.88148761,773942.402453263,834115.804910125
"474",47.3,2022777.61151445,778825.9916298,840339.194100341
"475",47.4,2016343.0220444,783727.298666144,846601.800603721
"476",47.5,2009881.20470001,788646.197291182,852903.765939719
"477",47.6,2003392.25454568,793582.558042832,859245.230602827
"478",47.7,1996876.27011354,798536.248248559,865626.33403692
"479",47.8,1990333.35342866,803507.132006382,872047.214609446
"480",47.9,1983763.61003402,808495.070166341,878508.009585459
"481",48,1977167.14901487,813499.92031248,885008.855101518
"482",48.1,1970544.08302268,818521.53674533,891549.886139431
"483",48.2,1963894.52829863,823559.770464922,898131.236499869
"484",48.3,1957218.60469647,828614.469154339,904753.038775844
"485",48.4,1950516.43570502,833685.47716383,911415.424326052
"486",48.5,1943788.14846999,838772.635495486,918118.523248102
"487",48.6,1937033.87381532,843875.78178851,924862.464351613
"488",48.7,1930253.74626394,848994.750305077,931647.375131202
"489",48.8,1923447.90405789,854129.371916822,938473.381739361
"490",48.9,1916616.48917791,859279.474091947,945340.608959224
"491",49,1909759.64736237,864444.880882981,952249.180177236
