"","time","U","I","V"
"358",35.7,-4.40315469256109e-47,19684.9259802098,722318.575885269
"359",35.8,8.95727620586496e-47,19657.5592940106,724234.141679573
"360",35.9,3.74856092589476e-47,19630.2306539546,726147.044349662
"361",36,-7.17567344129756e-47,19602.9400071488,728057.287597905
"362",36.1,-7.70672019453166e-47,19575.6873007735,729964.875121527
"363",36.2,-4.28237649901686e-47,19548.4724820827,731869.810612609
"364",36.3,-6.80285981444802e-48,19521.2954984034,733772.097758103
"365",36.4,3.52912267925777e-48,19494.1562971362,735671.740239832
"366",36.5,-9.78448642359997e-50,19467.0548257545,737568.741734504
"367",36.6,-2.76588563883427e-48,19439.991031805,739463.105913711
"368",36.7,-7.39127151569526e-49,19412.9648629071,741354.836443944
"369",36.8,9.59961556242315e-49,19385.9762667532,743243.936986595
"370",36.9,6.05277075512398e-49,19359.0251911082,745130.411197967
"371",37,-1.68757102220329e-49,19332.1115838099,747014.262729281
"372",37.1,-4.18470249986254e-50,19305.2353927684,748895.495226677
"373",37.2,4.02020937778929e-49,19278.3965659662,750774.11233123
"374",37.3,3.7159040589844e-50,19251.5950514584,752650.117678954
"375",37.4,-3.88864976858163e-49,19224.8307973719,754523.514900806
"376",37.5,-2.31991354546031e-50,19198.1037519061,756394.307622697
"377",37.6,3.18161877388603e-49,19171.4138633321,758262.499465494
"378",37.7,1.72131492150423e-49,19144.7610799932,760128.094045033
"379",37.8,4.04069165552731e-50,19118.1453503043,761991.094972121
"380",37.9,-1.38004680978534e-50,19091.5666227521,763851.505852547
"381",38,8.38862732056163e-52,19065.0248458949,765709.330287087
"382",38.1,1.34364492665286e-50,19038.5199683626,767564.571871509
"383",38.2,7.55842194586541e-51,19012.0519388564,769417.234196583
"384",38.3,-1.67785227851982e-51,18985.6207061488,771267.320848088
"385",38.4,-3.51387142805392e-51,18959.2262190836,773114.835406817
"386",38.5,-7.67288292199169e-52,18932.8684265758,774959.781448586
"387",38.6,9.01852268015136e-52,18906.5472776113,776802.162544237
"388",38.7,-2.0039835701667e-52,18880.2627212468,778641.982259651
"389",38.8,-1.16449799895895e-51,18854.0147066101,780479.244155748
"390",38.9,3.14267058898975e-52,18827.8031828995,782313.951788501
"391",39,1.17659622147288e-51,18801.6280993841,784146.10870894
"392",39.1,-2.71438365633598e-52,18775.4894054034,785975.718463154
"393",39.2,-9.01464697906598e-52,18749.3870503673,787802.784592306
"394",39.3,-4.28518911329587e-53,18723.3209837562,789627.310632632
"395",39.4,2.11903919488542e-52,18697.2911551205,791449.300115457
"396",39.5,8.08702675011354e-53,18671.2975140811,793268.756567192
"397",39.6,-6.26648068969354e-53,18645.3400103285,795085.683509349
"398",39.7,-5.19487187612927e-53,18619.4185936235,796900.084458539
"399",39.8,6.72463048723055e-54,18593.5332137965,798711.96292649
"400",39.9,2.22764419410537e-53,18567.6838207478,800521.322420045
"401",40,5.07830597677143e-54,18541.8703644473,802328.166441171
"402",40.1,-6.80652929135323e-54,18516.0927949344,804132.498486969
"403",40.2,-4.37775211036241e-54,18490.351062318,805934.322049675
"404",40.3,4.74900871546123e-55,18464.6451167765,807733.640616673
"405",40.4,5.4875790269238e-55,18438.9749085574,809530.457670495
"406",40.5,-9.08272491653921e-55,18413.3403879773,811324.776688836
"407",40.6,7.10237047864065e-58,18387.741505422,813116.601144554
"408",40.7,9.04155040126819e-55,18362.1782113462,814905.934505679
"409",40.8,2.46192514846938e-55,18336.6504562737,816692.780235419
"410",40.9,-7.24000803998701e-55,18311.1581907967,818477.141792169
"411",41,-9.76293990992358e-55,18285.7013655765,820259.022629513
"412",41.1,-5.51425798538929e-55,18260.2799313426,822038.426196238
"413",41.2,-3.86375331202883e-56,18234.8938388933,823815.355936333
"414",41.3,1.23324849332722e-55,18209.5430390952,825589.815289
"415",41.4,4.84586651891032e-56,18184.2274828831,827361.807688659
"416",41.5,-4.48707456600987e-56,18158.9471212602,829131.336564957
"417",41.6,-4.59993569692993e-56,18133.7019052977,830898.40534277
"418",41.7,-6.62389595793864e-57,18108.4917861349,832663.017442217
"419",41.8,1.81412491574686e-56,18083.3167149789,834425.17627866
"420",41.9,7.02048438864168e-57,18058.1766431047,836184.88526271
"421",42,-9.85991196094733e-57,18033.0715218551,837942.14780024
"422",42.1,-7.39344569246777e-57,18008.0013026406,839696.967292388
"423",42.2,1.51806193292307e-57,17982.9659369389,841449.347135563
"424",42.3,2.70138323725909e-57,17957.9653762956,843199.290721452
"425",42.4,-1.34449664580537e-57,17932.9995723234,844946.801437028
"426",42.5,-4.36845024867019e-57,17908.0684767023,846691.882664551
"427",42.6,-3.84300261007983e-57,17883.1720411796,848434.537781586
"428",42.7,-1.68389239827648e-58,17858.3102175695,850174.770160995
